accession,contig_count,gc_percentage,genome_size
MAG-GUT74302.fa,53,46.938405322003966,1830288
MAG-GUT18932.fa,27,36.434317209678454,1879640
MAG-GUT80705.fa,31,33.292514402702466,1995806
MAG-GUT50866.fa,46,46.91740931941546,1611453
MAG-GUT89356.fa,17,38.51588658527903,2050598
MAG-GUT1133.fa,20,63.314566718006596,2565904
MAG-GUT27271.fa,106,42.81424353127512,2512860
MAG-GUT1488.fa,51,32.03490979307039,2303537
MAG-GUT13125.fa,125,43.360686536609386,2315390
MAG-GUT69179.fa,346,42.62890738260078,2341817
MAG-GUT36998.fa,68,54.3483723254968,2204802
MAG-GUT1024.fa,79,46.68279781861886,2883861
MAG-GUT11041.fa,45,43.66102102919282,3057464
MAG-GUT31533.fa,92,42.25239523646413,2405608
MAG-GUT57693.fa,213,56.64478352250726,2233835
MAG-GUT44840.fa,62,37.997634378998995,1961430
MAG-GUT42710.fa,52,47.611859875177736,2045148
MAG-GUT91816.fa,89,31.893500391542677,2266675
MAG-GUT78247.fa,21,52.19751603268362,1991089
MAG-GUT69384.fa,279,35.401606072509736,1535049
MAG-GUT9396.fa,88,35.86875970292156,2957872
MAG-GUT1522.fa,78,37.60256277848818,2691766
MAG-GUT48635.fa,94,38.860937947890875,1960578
MAG-GUT69662.fa,76,55.32569776156123,2642020
MAG-GUT82944.fa,178,43.31568493860292,2596459
MAG-GUT44544.fa,34,37.53579317679784,2860182
MAG-GUT75522.fa,63,50.19880260312056,2073665
MAG-GUT58338.fa,14,53.47868006607567,1823364
MAG-GUT80453.fa,56,50.27777399942094,2058508
MAG-GUT31276.fa,51,47.05512113238519,1750853
MAG-GUT80384.fa,269,56.007470291449515,2404190
MAG-GUT92065.fa,9,58.8040667512568,2303657
MAG-GUT84054.fa,134,45.21702579072435,2407571
MAG-GUT48723.fa,51,37.56094813305018,2680763
MAG-GUT37689.fa,64,54.76207953079613,1948151
MAG-GUT18629.fa,38,35.99242835049705,2491399
MAG-GUT9085.fa,63,47.29270359933217,2542555
MAG-GUT5884.fa,227,56.554051741252664,2191095
MAG-GUT81308.fa,116,48.3529377254994,1840914
MAG-GUT61753.fa,53,42.9186357371902,2482982
MAG-GUT49599.fa,207,38.013973624314985,2557962
MAG-GUT32018.fa,49,36.78520352383642,2683666
MAG-GUT45417.fa,34,36.90692629582704,2961352
MAG-GUT838.fa,16,43.621043155507415,3105884
MAG-GUT79096.fa,32,53.93873775789567,1822297
MAG-GUT429.fa,12,58.61392979519594,2205718
MAG-GUT61584.fa,31,36.44129766485047,1903604
MAG-GUT2655.fa,53,51.55310766112214,2040393
MAG-GUT1871.fa,10,37.6042444823727,2552773
MAG-GUT51928.fa,50,50.207040966991734,2223473
MAG-GUT67256.fa,41,38.508607644103286,2080244
MAG-GUT35871.fa,47,43.369593724060316,3141904
MAG-GUT68996.fa,75,55.197519588792524,2831466
MAG-GUT89416.fa,70,50.091530027754274,2133726
MAG-GUT76426.fa,55,38.69511408600464,1893177
MAG-GUT91110.fa,24,32.57602846840172,1856936
MAG-GUT7565.fa,45,43.252341819037795,2311024
MAG-GUT1184.fa,48,31.942573531466195,2362186
MAG-GUT13704.fa,60,36.02224244090669,2589464
MAG-GUT7278.fa,19,37.53612497507376,2768168
MAG-GUT14915.fa,43,51.680438698275985,1647784
MAG-GUT3427.fa,50,38.53735804056284,3760141
MAG-GUT60072.fa,111,59.987449366960966,2578356
MAG-GUT85260.fa,237,43.33162066472791,2353053
MAG-GUT68269.fa,282,36.46629217030394,2375635
MAG-GUT1077.fa,26,37.52261735050183,2772208
MAG-GUT7746.fa,24,36.222792684812276,1959813
MAG-GUT84304.fa,222,43.59664500559639,2953686
MAG-GUT86853.fa,66,54.264828686393116,2163897
MAG-GUT45263.fa,94,43.306531982492224,2967139
MAG-GUT55518.fa,114,42.62560346212012,2627754
MAG-GUT12991.fa,19,57.88809752940691,1430871
MAG-GUT13851.fa,23,51.26077479670064,2164542
MAG-GUT59412.fa,31,53.25802647097366,2289300
MAG-GUT19996.fa,68,60.589189695114065,2232999
MAG-GUT51748.fa,34,55.92363030023462,3117362
MAG-GUT33032.fa,44,42.98364594563219,2644543
MAG-GUT39017.fa,121,36.253606383774,2501467
MAG-GUT61937.fa,38,50.162835158457554,2009087
MAG-GUT28666.fa,45,46.9864986878506,1800862
MAG-GUT91815.fa,30,37.64768658141366,2676191
MAG-GUT49004.fa,31,37.39497663972097,2860197
MAG-GUT37917.fa,112,45.16514091647317,2736905
MAG-GUT46540.fa,86,37.070772336779385,2856992
MAG-GUT19408.fa,95,57.46403714739978,2374325
MAG-GUT58957.fa,109,42.09079589779765,2251181
MAG-GUT1904.fa,17,37.336522532379476,2847946
MAG-GUT1881.fa,15,63.53785351197799,2449033
MAG-GUT50627.fa,85,45.03234157403141,2450561
MAG-GUT30098.fa,53,40.57198509236571,2726120
MAG-GUT48805.fa,61,59.6744141459036,2294940
MAG-GUT47256.fa,61,36.06401103049401,2622548
MAG-GUT91712.fa,37,37.48356114391306,2896339
MAG-GUT7012.fa,217,43.523058465792055,2906503
MAG-GUT74428.fa,26,38.156008654035276,1906625
MAG-GUT75060.fa,75,60.00833521944906,2478639
MAG-GUT90506.fa,66,50.34692489335508,2033149
MAG-GUT45687.fa,76,32.11734139322067,2387461
MAG-GUT22695.fa,17,42.99120797651158,2479179
MAG-GUT32053.fa,29,35.83644027067821,2515607
MAG-GUT59205.fa,53,58.476010405703036,1960079
MAG-GUT70404.fa,30,44.835115606069394,2500085
MAG-GUT91672.fa,36,29.790121564801463,1853168
MAG-GUT47559.fa,39,37.42113232943552,1759276
MAG-GUT16113.fa,42,54.27228998172834,1772691
MAG-GUT3480.fa,66,31.94448825752532,2440925
MAG-GUT55210.fa,114,50.21787456740241,2451181
MAG-GUT26400.fa,26,37.82163787334319,1932103
MAG-GUT29557.fa,77,49.18509854056869,2262114
MAG-GUT44179.fa,119,32.069088943010314,2254601
MAG-GUT90502.fa,71,50.14130466990636,2159872
MAG-GUT46378.fa,99,43.454673690391424,2963290
MAG-GUT90087.fa,76,50.236061947304464,2202388
MAG-GUT69551.fa,70,38.56796097492196,2042584
MAG-GUT88714.fa,146,37.86074615809164,2583742
MAG-GUT73491.fa,104,51.14208944370983,2007855
MAG-GUT29364.fa,85,60.692561136674485,2127610
MAG-GUT49576.fa,121,39.55997482773864,1879847
MAG-GUT29933.fa,48,43.02339332612842,2562141
MAG-GUT13363.fa,84,36.1184807157158,2574765
MAG-GUT86570.fa,84,49.234837704277,1736429
MAG-GUT68598.fa,91,64.34323644819874,3423401
MAG-GUT78371.fa,105,57.255455512308664,1795890
MAG-GUT21052.fa,51,33.242221602621825,2406569
MAG-GUT19932.fa,37,26.625699478756015,1199822
MAG-GUT61666.fa,38,62.33877624758543,1798975
MAG-GUT8687.fa,22,53.038512358309774,2234893
MAG-GUT24670.fa,35,43.34116519476072,3071641
MAG-GUT60414.fa,15,53.42043615378458,1886353
MAG-GUT67224.fa,281,50.689574821233094,2441867
MAG-GUT82505.fa,46,43.39471252299833,2981195
MAG-GUT68858.fa,178,47.074725288627874,2687457
MAG-GUT16625.fa,112,57.06901857092416,2115619
MAG-GUT6286.fa,21,63.463715799222555,2523371
MAG-GUT3315.fa,82,57.915514268960436,2503476
MAG-GUT61735.fa,72,57.321268633400216,2304464
MAG-GUT26272.fa,120,55.67602629205572,2124444
MAG-GUT2256.fa,42,30.115513673834666,1632534
MAG-GUT18907.fa,67,35.94820047090481,2527050
MAG-GUT15229.fa,38,37.810170798963796,2011956
MAG-GUT85046.fa,102,44.986625104151955,2577964
MAG-GUT46826.fa,168,53.69048666141551,2035111
MAG-GUT46722.fa,124,46.65550834347054,2928158
MAG-GUT53550.fa,35,53.116693196244846,2426851
MAG-GUT29476.fa,31,50.24638444463421,2025899
MAG-GUT6224.fa,75,35.19779367833018,2013487
MAG-GUT89851.fa,13,41.118394985741624,1842426
MAG-GUT30581.fa,54,54.48157460636559,2037487
MAG-GUT35789.fa,48,33.37644129939036,2620552
MAG-GUT85141.fa,34,45.5453335706912,2151463
MAG-GUT2031.fa,16,38.59549590467091,1891301
MAG-GUT91993.fa,9,38.664073404217774,2068437
MAG-GUT10359.fa,151,57.20866989590948,2882203
MAG-GUT11274.fa,85,42.009611471070784,2373414
MAG-GUT81560.fa,117,53.82969951599412,2098115
MAG-GUT77982.fa,48,52.53203880388465,2250084
MAG-GUT29784.fa,31,52.125876345171804,2079660
MAG-GUT76112.fa,103,42.972647226886814,2514809
MAG-GUT85904.fa,55,56.135969422427756,2965049
MAG-GUT43751.fa,31,37.65035346545883,2698142
MAG-GUT43946.fa,31,43.97216480491801,1867420
MAG-GUT91491.fa,37,37.4713254938563,2764215
MAG-GUT452.fa,34,58.980139656659844,2328711
MAG-GUT412.fa,21,58.595393685527576,2205885
MAG-GUT20461.fa,85,43.52780410612292,3033275
MAG-GUT89244.fa,14,41.12145063439171,1840188
MAG-GUT9621.fa,49,42.02866826919381,2471513
MAG-GUT29878.fa,90,54.22942736403649,2461267
MAG-GUT49176.fa,250,38.01473605113445,2544508
MAG-GUT35747.fa,46,59.89141706826084,2491736
MAG-GUT467.fa,33,59.02028787674367,2268054
MAG-GUT72929.fa,48,43.349857996153794,3140760
MAG-GUT65671.fa,75,42.001235078680224,981314
MAG-GUT35807.fa,234,52.61607345067596,2150341
MAG-GUT5994.fa,37,51.88027304522789,2202712
MAG-GUT5920.fa,165,43.18885884871015,2059464
MAG-GUT11521.fa,138,57.48561655169182,2048709
MAG-GUT24052.fa,70,50.130862972217116,2073543
MAG-GUT36301.fa,57,43.23276245591537,2506259
MAG-GUT73031.fa,54,51.65406367896516,2071202
MAG-GUT32356.fa,16,62.528568773298176,2324216
MAG-GUT73734.fa,30,48.9006773651811,1800063
MAG-GUT19423.fa,46,43.5633495566213,3035554
MAG-GUT91199.fa,38,31.94811216541298,2109242
MAG-GUT10849.fa,57,43.08791389224096,2509228
MAG-GUT48986.fa,117,39.21284129169079,1840874
MAG-GUT31235.fa,158,56.52486418043448,1972838
MAG-GUT69501.fa,119,37.60560824274358,2749667
MAG-GUT27121.fa,48,36.08581460904109,2504189
MAG-GUT75402.fa,54,50.07165812247574,2086993
MAG-GUT5168.fa,73,36.47284210739574,2369256
MAG-GUT78940.fa,33,41.8178059430757,2336366
MAG-GUT441.fa,14,59.01070019030801,2319398
MAG-GUT471.fa,18,59.017290289752985,2326913
MAG-GUT36796.fa,36,43.309586941950926,3189818
MAG-GUT50492.fa,34,44.81979927737294,2499768
MAG-GUT19219.fa,17,53.852878446294916,1841688
MAG-GUT51557.fa,68,54.69488623892277,2428291
MAG-GUT2060.fa,314,39.04026074245388,3431432
MAG-GUT44617.fa,29,37.285743873838626,2867946
MAG-GUT35918.fa,80,45.21681569308771,2394430
MAG-GUT28738.fa,79,60.00560930416009,1921807
MAG-GUT41.fa,59,37.42479870939624,2730505
MAG-GUT84500.fa,146,42.32822528808444,2683675
MAG-GUT48735.fa,128,40.93699022823964,1954919
MAG-GUT17697.fa,81,59.61578219754975,2471671
MAG-GUT36580.fa,57,40.915912639388395,2543343
MAG-GUT8776.fa,63,57.595394283475954,2067865
MAG-GUT8790.fa,50,53.531699264747836,2033044
MAG-GUT89363.fa,174,37.787694824403914,2739839
MAG-GUT48754.fa,45,37.55234679643431,2747064
MAG-GUT1840.fa,15,38.74258596696007,2009871
MAG-GUT92006.fa,29,37.28685105360738,2876451
MAG-GUT48686.fa,68,37.615902355254775,2707775
MAG-GUT85926.fa,158,54.4490764217379,2151469
MAG-GUT58607.fa,89,53.39107956031872,2255270
MAG-GUT84598.fa,122,50.35201433338613,2001481
MAG-GUT16567.fa,36,46.24065406482734,1709433
MAG-GUT82016.fa,82,40.82446317997604,2494132
MAG-GUT91042.fa,80,50.18260926890369,2123660
MAG-GUT37277.fa,81,38.857930808013066,2095127
MAG-GUT90429.fa,158,37.83470462754096,2643002
MAG-GUT67985.fa,113,38.03213426102043,2250184
MAG-GUT7749.fa,70,41.894958850095136,2399155
MAG-GUT30102.fa,66,59.15259236020197,1861489
MAG-GUT27476.fa,50,48.49096650335076,1825705
MAG-GUT24126.fa,306,51.67969299889167,2017452
MAG-GUT57904.fa,77,58.829256674984876,1906259
MAG-GUT23967.fa,134,57.970359413834146,2347322
MAG-GUT31302.fa,85,54.278591755144134,1952757
MAG-GUT89852.fa,19,42.34707209753886,1848371
MAG-GUT55993.fa,209,43.21028243747528,2561027
MAG-GUT33386.fa,77,44.97706779498759,2527886
MAG-GUT29911.fa,34,38.05638334872153,1998285
MAG-GUT91990.fa,10,38.64053894590611,2027068
MAG-GUT446.fa,10,58.62544102178677,2211342
MAG-GUT12049.fa,24,56.7143546904247,2267865
MAG-GUT58671.fa,40,43.049582718162334,2577874
MAG-GUT40638.fa,27,51.556639378618755,2228326
MAG-GUT65553.fa,69,33.160584779969156,2437840
MAG-GUT86329.fa,59,49.27890777124715,1778968
MAG-GUT82177.fa,34,43.63704767121908,3176340
MAG-GUT33530.fa,41,50.813567485861654,1652598
MAG-GUT19648.fa,54,59.954120695717364,2582428
MAG-GUT48634.fa,53,38.78409811694501,2013271
MAG-GUT449.fa,19,59.060781503641635,2313796
MAG-GUT13230.fa,67,33.73790856328276,2160620
MAG-GUT82836.fa,45,41.39211113806771,2613254
MAG-GUT36441.fa,93,57.776929466762304,2470268
MAG-GUT48612.fa,115,37.59627963146504,2775639
MAG-GUT80718.fa,179,50.56406000570879,1891820
MAG-GUT39237.fa,9,53.16571966219693,1879083
MAG-GUT11020.fa,6,38.60555999476152,2107484
MAG-GUT39606.fa,27,52.58422924199869,2868689
MAG-GUT1263.fa,25,37.35057449192405,1796631
MAG-GUT43491.fa,60,32.003921376820074,2351215
MAG-GUT195.fa,64,41.89547854698778,2436208
MAG-GUT62924.fa,36,34.690009440600384,1929962
MAG-GUT89816.fa,13,41.11171723181833,1838651
MAG-GUT38182.fa,50,41.81059806239766,2750616
MAG-GUT12482.fa,52,55.433388957496945,2711052
MAG-GUT85792.fa,127,43.10185437806094,2529042
MAG-GUT55621.fa,190,43.00168190471257,2471008
MAG-GUT59077.fa,29,47.9255526981784,1957895
MAG-GUT5880.fa,109,35.5090390528016,1797976
MAG-GUT81831.fa,45,48.16575287022995,1825899
MAG-GUT46923.fa,57,39.881988199939435,1786601
MAG-GUT271.fa,37,42.14364840032327,2463529
MAG-GUT33095.fa,63,40.50978507775642,2563904
MAG-GUT58303.fa,131,48.09417983793636,1806204
MAG-GUT66901.fa,61,41.998559065548335,2820392
MAG-GUT39095.fa,17,36.5789091170312,1781841
MAG-GUT11435.fa,54,50.46728664771193,2129635
MAG-GUT9275.fa,20,53.80508801739601,1903885
MAG-GUT90901.fa,153,37.85258876510878,2627778
MAG-GUT5060.fa,17,51.43205350860443,2079217
MAG-GUT57167.fa,143,60.12858264583812,2380259
MAG-GUT84710.fa,109,43.23221165734195,2337514
MAG-GUT79312.fa,31,51.40360661833054,2286075
MAG-GUT5899.fa,56,53.48622266850054,2278598
MAG-GUT42066.fa,173,44.815336391431416,2593987
MAG-GUT58031.fa,46,53.116532463256206,2505525
MAG-GUT47622.fa,14,38.69325434620233,2024296
MAG-GUT15498.fa,80,44.9298416239797,2657915
MAG-GUT22452.fa,14,36.47232977737133,1907032
MAG-GUT5914.fa,47,51.47886182844525,2122984
MAG-GUT49226.fa,191,37.5419239075576,2726368
MAG-GUT14114.fa,58,43.16132693119691,2548316
MAG-GUT55810.fa,241,34.4547739008543,1834129
MAG-GUT88085.fa,42,51.53340857604521,2586297
MAG-GUT61259.fa,18,38.01196854485376,1909004
MAG-GUT48488.fa,25,37.34123745071354,2588693
MAG-GUT68659.fa,30,62.58764991463305,2201086
MAG-GUT71390.fa,90,49.00580732372243,1721447
MAG-GUT5948.fa,87,41.838669513756,2525152
MAG-GUT63356.fa,57,34.613493926559045,1865417
MAG-GUT31433.fa,45,42.93468117603593,2625430
MAG-GUT27018.fa,93,35.88240173161555,2881471
MAG-GUT23753.fa,34,62.69217005659702,2274678
MAG-GUT84859.fa,261,49.45216074820392,1971655
MAG-GUT76584.fa,58,41.3908365162638,2681753
MAG-GUT20500.fa,121,38.5491200108515,2830944
MAG-GUT1370.fa,153,37.76483988910036,2761055
MAG-GUT79053.fa,62,41.85940092389735,2347014
MAG-GUT33659.fa,38,43.01273799109771,2356023
MAG-GUT33324.fa,80,59.08011618711569,1976467
MAG-GUT84088.fa,176,47.550025646339726,1635711
MAG-GUT80383.fa,109,53.99861822815836,2048095
MAG-GUT1882.fa,57,31.97010328065007,2200509
MAG-GUT52319.fa,210,53.74642938500816,2287071
MAG-GUT7121.fa,18,37.57482919909075,2844979
MAG-GUT63214.fa,85,52.56566274179234,2021466
MAG-GUT73376.fa,72,47.20967806065648,2615648
MAG-GUT20603.fa,38,50.32661328041655,1902862
MAG-GUT61143.fa,188,46.82445827083698,2155459
MAG-GUT4552.fa,35,49.012493020608304,2761702
MAG-GUT66322.fa,16,29.49070458604886,1627523
MAG-GUT6929.fa,91,53.65136291700334,2241259
MAG-GUT55461.fa,64,43.15410005590405,2429162
MAG-GUT5720.fa,57,52.11939507910673,2182368
MAG-GUT79351.fa,19,51.433057580089525,2304234
MAG-GUT73962.fa,56,41.879545030766366,2702952
MAG-GUT58137.fa,41,43.21916781174176,2280782
MAG-GUT34661.fa,40,43.225649632986965,2386155
MAG-GUT81065.fa,52,33.139902450449824,2185966
MAG-GUT80567.fa,140,61.72436410727416,2140534
MAG-GUT915.fa,26,37.34228508353362,1792871
MAG-GUT12655.fa,23,51.29559093614908,2128411
MAG-GUT40411.fa,98,42.98132936752558,2595520
MAG-GUT49309.fa,92,39.34670925471613,1906012
MAG-GUT91432.fa,54,31.979025187610276,2141807
MAG-GUT84856.fa,89,43.05116562293965,1826148
MAG-GUT91537.fa,39,31.911008045875345,2396756
MAG-GUT68542.fa,90,47.30627871485111,2506978
MAG-GUT66098.fa,50,28.453713391315187,1668798
MAG-GUT78923.fa,39,45.771250909572004,1511700
MAG-GUT26293.fa,42,36.454888696820255,1868545
MAG-GUT31079.fa,40,43.07156086549032,2417774
MAG-GUT1894.fa,56,31.926230314834292,2337166
MAG-GUT22420.fa,65,46.78821533195726,2738711
MAG-GUT76995.fa,49,47.26363404505696,1736957
MAG-GUT32470.fa,31,50.22311566669612,2172864
MAG-GUT44177.fa,48,37.491246671617475,2833208
MAG-GUT90054.fa,48,42.48431807637336,1765249
MAG-GUT82039.fa,98,50.404206517071295,1993288
MAG-GUT28050.fa,109,44.78302741033586,2815033
MAG-GUT43227.fa,61,55.41648431695818,2757979
MAG-GUT9684.fa,58,60.37065178106782,2163702
MAG-GUT91328.fa,17,31.656183290414813,1752934
MAG-GUT57680.fa,87,42.596074695969804,2427226
MAG-GUT3474.fa,59,31.88812974905817,2302167
MAG-GUT39582.fa,200,59.16465123579818,2420905
MAG-GUT41193.fa,43,42.871762177017494,2625684
MAG-GUT64513.fa,12,38.51881783075604,1999646
MAG-GUT6623.fa,152,51.74399430294222,1713165
MAG-GUT6612.fa,208,36.95258431679091,1730883
MAG-GUT61197.fa,80,38.137710772129736,1821339
MAG-GUT14072.fa,253,50.00300424693079,2513109
MAG-GUT57190.fa,41,50.28039179806445,1945492
MAG-GUT68697.fa,14,58.61743817309149,2222859
MAG-GUT87479.fa,35,50.26383639558581,1973003
MAG-GUT79996.fa,253,50.33733919308764,2413298
MAG-GUT81146.fa,82,41.66785319811649,2373866
MAG-GUT79275.fa,28,51.417806308797154,2262333
MAG-GUT1761.fa,65,43.319728233588236,2860692
MAG-GUT91865.fa,61,63.47863209075915,2490019
MAG-GUT43152.fa,46,50.07192232485359,2073765
MAG-GUT72293.fa,36,43.4805607896693,3181585
MAG-GUT71562.fa,255,37.515302197166626,2031571
MAG-GUT12789.fa,111,52.0504416878113,1702560
MAG-GUT26059.fa,55,51.59427613316093,2121433
MAG-GUT1037.fa,58,37.668933725311156,2623958
MAG-GUT86360.fa,93,43.26301283568747,2530367
MAG-GUT28130.fa,27,51.61755851182761,2155718
MAG-GUT82203.fa,111,57.09271435325811,2939890
MAG-GUT49403.fa,27,37.56099385316032,2834302
MAG-GUT43330.fa,19,53.616033697969826,1914418
MAG-GUT56660.fa,15,53.41257722393094,2071411
MAG-GUT23210.fa,41,36.5396804116576,1834923
MAG-GUT1393.fa,141,37.80649124460314,2578581
MAG-GUT57682.fa,31,61.33731624493875,1745122
MAG-GUT91475.fa,5,38.542218133532366,2074014
MAG-GUT15546.fa,66,38.207808858779195,1321243
MAG-GUT44002.fa,94,37.848986791599806,2811317
MAG-GUT35935.fa,19,53.377557188762694,1885860
MAG-GUT2019.fa,420,39.83376229986139,2973814
MAG-GUT70913.fa,155,43.510444158682084,2731096
MAG-GUT73910.fa,34,49.219147808706026,1738037
MAG-GUT43377.fa,118,50.850848618622734,2376686
MAG-GUT25763.fa,60,57.43603611446311,2159578
MAG-GUT27329.fa,51,49.410232662403544,2712256
MAG-GUT21188.fa,165,56.56923262362942,1966219
MAG-GUT80449.fa,85,49.21299700033688,2294591
MAG-GUT92002.fa,8,53.121919096895574,2126000
MAG-GUT42852.fa,159,45.027331036002145,2405690
MAG-GUT65559.fa,108,41.7140223971829,2326364
MAG-GUT50015.fa,116,47.28173657131851,1801573
MAG-GUT33983.fa,55,42.99891632488102,2636399
MAG-GUT7944.fa,39,53.315129078488376,2189598
MAG-GUT35223.fa,98,60.65976140188448,2281158
MAG-GUT22878.fa,35,53.12341570153064,1903445
MAG-GUT49543.fa,45,63.35261868068013,2572765
MAG-GUT30448.fa,55,42.911915199526376,2624891
MAG-GUT54931.fa,365,36.97187891599307,1998216
MAG-GUT66335.fa,180,36.05219249732851,2400345
MAG-GUT13955.fa,80,49.462729520910464,1926404
MAG-GUT66714.fa,252,38.39400564765341,2102112
MAG-GUT50480.fa,40,44.81259989512986,2532656
MAG-GUT91964.fa,102,38.69884913730976,1970348
MAG-GUT12106.fa,100,61.59082752036878,2047865
MAG-GUT70918.fa,84,42.81518618935203,2636053
MAG-GUT58768.fa,40,58.623750173099396,2029181
MAG-GUT89720.fa,128,37.857777758090926,2709084
MAG-GUT45882.fa,42,37.50603501934523,2864531
MAG-GUT82571.fa,52,43.32309939316587,2985165
MAG-GUT1122.fa,19,63.32967557382651,2554387
MAG-GUT10839.fa,213,49.63452916627571,1961032
MAG-GUT52881.fa,85,44.74356554071247,2680334
MAG-GUT430.fa,24,59.078200693244966,2300197
MAG-GUT71084.fa,72,27.898250727561642,1792288
MAG-GUT41818.fa,69,43.02276635060608,2522934
MAG-GUT43366.fa,216,36.40796175587993,2288038
MAG-GUT87674.fa,138,37.891619590988995,2557584
MAG-GUT10270.fa,50,50.34258304362218,2090588
MAG-GUT58310.fa,41,50.258652733666906,2006938
MAG-GUT90251.fa,142,37.90116126116864,2558167
MAG-GUT12.fa,89,41.06114297645308,2399507
MAG-GUT11406.fa,32,45.67055677683018,1688127
MAG-GUT2914.fa,76,42.9666907245462,2541094
MAG-GUT60756.fa,67,54.83444422427441,1836964
MAG-GUT19533.fa,36,35.99722409494899,2576457
MAG-GUT12458.fa,85,38.44302873639668,2781490
MAG-GUT38735.fa,337,43.52130049720105,2850356
MAG-GUT18361.fa,52,57.48487750888619,2349150
MAG-GUT39998.fa,69,33.160584779969156,2437840
MAG-GUT6030.fa,171,50.113148779938086,1424231
MAG-GUT20287.fa,26,50.201893799050566,2016159
MAG-GUT8612.fa,136,58.20088022634392,2226700
MAG-GUT2752.fa,93,49.337235533011906,1733723
MAG-GUT17049.fa,66,41.89563593438324,2343182
MAG-GUT3508.fa,122,40.90477282405739,2991646
MAG-GUT36683.fa,57,56.107529024171555,2589738
MAG-GUT49539.fa,23,37.514544239467504,2762262
MAG-GUT49742.fa,32,42.923505703795094,2425841
MAG-GUT53689.fa,142,45.00542135995142,2901486
MAG-GUT1652.fa,67,45.806138073363954,2253150
MAG-GUT34945.fa,93,43.735257357751074,1796235
MAG-GUT61164.fa,43,41.422398667970214,2425171
MAG-GUT56604.fa,29,50.21548179928948,1976269
MAG-GUT11071.fa,69,43.03457629922472,2611442
MAG-GUT23604.fa,132,42.159275211465996,2667923
MAG-GUT72017.fa,83,43.24521278469915,2412415
MAG-GUT59561.fa,77,63.789283373925,1873948
MAG-GUT62601.fa,57,43.27464298870146,2285782
MAG-GUT6.fa,81,29.687871457109928,1888677
MAG-GUT50240.fa,356,36.5098525695203,2185369
MAG-GUT24472.fa,55,44.316265739890966,2831897
MAG-GUT1885.fa,13,37.28965972803795,2849074
MAG-GUT38585.fa,274,56.58295407511239,2205841
MAG-GUT46039.fa,52,46.89334375526844,1826916
MAG-GUT52094.fa,82,52.68232741442678,2077636
MAG-GUT5341.fa,162,50.342079515776774,1940923
MAG-GUT74335.fa,44,46.98942050880013,1799803
MAG-GUT19089.fa,167,47.13129480810428,1672549
MAG-GUT17247.fa,47,62.51291159784677,2343823
MAG-GUT5576.fa,33,51.48551862393641,1990315
MAG-GUT15916.fa,45,41.83790840067518,2313445
MAG-GUT89896.fa,80,50.19927632953139,2135226
MAG-GUT54926.fa,106,54.0924638764675,1778965
MAG-GUT77956.fa,67,47.36496766831495,2523840
MAG-GUT48968.fa,81,37.67902930419605,2745989
MAG-GUT62444.fa,29,50.233837898040804,1975300
MAG-GUT57726.fa,14,57.479972488567064,1823242
MAG-GUT10109.fa,14,41.15633546460074,2678375
MAG-GUT6280.fa,24,63.46424801650823,2523832
MAG-GUT24840.fa,35,55.06748965935223,2927041
MAG-GUT46159.fa,32,63.13206096456961,2015925
MAG-GUT65895.fa,119,49.437852458294294,1679986
MAG-GUT80052.fa,93,53.42967342301597,2349247
MAG-GUT1103.fa,42,37.537881072015054,2852348
MAG-GUT33244.fa,57,62.47068329416947,1779702
MAG-GUT44774.fa,51,43.348886043437155,3175438
MAG-GUT53236.fa,100,40.73896334229721,2533874
MAG-GUT43797.fa,56,42.03370570665013,2696398
MAG-GUT89364.fa,62,38.86933958396636,2073390
MAG-GUT67625.fa,44,40.642421192116466,3171066
MAG-GUT57018.fa,18,51.32781130698021,2186154
MAG-GUT87821.fa,51,38.675052100674534,2027325
MAG-GUT60769.fa,13,53.6000932617793,1749913
MAG-GUT2658.fa,105,43.31767576191412,2540411
MAG-GUT46486.fa,50,58.83381072498713,2211322
MAG-GUT11837.fa,70,59.29188963697549,2507434
MAG-GUT28806.fa,124,44.6094708438863,2439677
MAG-GUT12750.fa,78,36.223401999747104,2617631
MAG-GUT43943.fa,27,37.514022053199476,2857998
MAG-GUT87573.fa,48,50.69365585993735,3052234
MAG-GUT49567.fa,101,38.09170272565092,2400234
MAG-GUT4726.fa,53,44.602251982213964,2286963
MAG-GUT45615.fa,121,42.30283529278181,2606856
MAG-GUT30970.fa,25,54.05802354941126,1760044
MAG-GUT28915.fa,51,54.11870653623725,2469586
MAG-GUT5195.fa,98,48.175048220010986,1957175
MAG-GUT59590.fa,65,37.58989761580116,1902442
MAG-GUT12259.fa,46,43.19857936654865,2608977
MAG-GUT7719.fa,77,43.04465599523377,2447219
MAG-GUT14477.fa,54,58.93788658527167,2278928
MAG-GUT34540.fa,93,43.82990389127008,1896810
MAG-GUT51316.fa,100,42.81406123846191,2525439
MAG-GUT92001.fa,12,38.684359075478845,2069136
MAG-GUT69432.fa,307,36.16562932092908,2581910
MAG-GUT91549.fa,22,63.42872286176616,2490490
MAG-GUT1826.fa,13,58.70158778420232,2315428
MAG-GUT71686.fa,55,41.3313675230101,2757811
MAG-GUT73298.fa,68,42.80158463378212,2689328
MAG-GUT45633.fa,102,38.86915917828683,1964043
MAG-GUT18296.fa,66,43.22320925651765,2054077
MAG-GUT16712.fa,225,55.696177035356044,1787304
MAG-GUT23613.fa,77,47.101283253741535,2514078
